Sensitivity_V_per_N,Offset_V,R2,ForceRMSE_N,MaximumAbsoluteError_N,ExpandedResidualEstimate_N,MaximumStabilisationTime_s
-0.000407807413538267,-2.86673089500587e-05,0.999998824680968,0.00572070499188147,0.013980438698007,0.0122313817659588,25.99
