BulkVelocity_mps,ReynoldsNumber,ProbeX_over_D,ProbeY_over_D,SheddingFrequency_Hz,StrouhalNumber
0.166666666666667,9980,0.288377192982456,-0.0570175438596487,0.56704469646431,0.204136090727151
